1621382400.0,0.47574000,0.47940000,0.21111000,0.32945000,11489907654.40000000,1621468799999,4257937939.40724790,4364035,5638135832.50000000,2088452869.56041500,0
1621468800.0,0.32972000,0.43500000,0.29402000,0.39758000,8529470589.60000000,1621555199999,3228872934.52545400,3500199,4366763335.70000000,1653724648.79946800,0
1621555200.0,0.39747000,0.41198000,0.31357000,0.35778000,5243254333.50000000,1621641599999,1919714241.45575500,2152582,2572390803.90000000,943375427.33003700,0
1621641600.0,0.35778000,0.36400000,0.31672000,0.34199000,3793145642.70000000,1621727999999,1296677856.10951100,1580773,1935714008.30000000,661664288.66768700,0
1621728000.0,0.34199000,0.35094000,0.24782000,0.30633000,5634274411.30000000,1621814399999,1694353083.69599200,2225617,2774582441.50000000,836871278.70457700,0
1621814400.0,0.30623000,0.37500000,0.29511000,0.36589000,4854625486.10000000,1621900799999,1622543381.11106600,2115478,2452948844.80000000,819516284.91775600,0
1621900800.0,0.36589000,0.38000000,0.32141000,0.34598000,3709319825.90000000,1621987199999,1290339194.01513700,1728572,1887630886.50000000,657323829.90368800,0
1621987200.0,0.34597000,0.36671000,0.33632000,0.35284000,2385684153.70000000,1622073599999,836823564.89354200,1143462,1193132691.30000000,418424342.86396000,0
1622073600.0,0.35291000,0.35309000,0.32700000,0.33403000,1794158136.60000000,1622159999999,606077540.31592900,880120,873643697.80000000,295095897.78527300,0
1622160000.0,0.33404000,0.34754000,0.30052000,0.31123000,2620384686.80000000,1622246399999,835028567.12845600,1285560,1297446792.90000000,413471461.50606200,0
1622246400.0,0.31122000,0.31794000,0.28000000,0.30280000,2016681043.40000000,1622332799999,604028126.91255500,951711,989261236.50000000,296312406.53967400,0
1622332800.0,0.30273000,0.31079000,0.28653000,0.30179000,1514854219.60000000,1622419199999,456904273.28267000,762600,769930832.20000000,232293878.86903200,0
1622419200.0,0.30179000,0.32991000,0.29386000,0.32557000,1897905257.40000000,1622505599999,590220155.77944700,956702,933534089.60000000,290304256.24936700,0
1622505600.0,0.32558000,0.38476000,0.31121000,0.37006000,4488851727.40000000,1622591999999,1539365573.58739400,2062609,2282723405.60000000,783522232.18600800,0
1622592000.0,0.37007000,0.44834000,0.35110000,0.42338000,8351828077.50000000,1622678399999,3391548375.97929100,4089764,4215639573.30000000,1712537503.38160300,0
1622678400.0,0.42344000,0.44200000,0.37722000,0.40078000,5070741840.70000000,1622764799999,2081980882.66489600,2376407,2522630870.60000000,1036508107.98091000,0
1622764800.0,0.40078000,0.40249000,0.35000000,0.37628000,4035854544.90000000,1622851199999,1511197709.61960800,1967784,1955557384.80000000,732655597.66748900,0
1622851200.0,0.37628000,0.39500000,0.35974000,0.37130000,2396911157.10000000,1622937599999,906142939.80679600,1160376,1178917042.20000000,445887974.03163800,0
1622937600.0,0.37130000,0.37703000,0.36634000,0.37143000,1194622756.00000000,1623023999999,443275634.88520900,526215,594223572.20000000,220532059.25646300,0
1623024000.0,0.37143000,0.37999000,0.32750000,0.33146000,2064211543.40000000,1623110399999,738436804.02752100,931913,956732979.60000000,342766752.60188200,0
1623110400.0,0.33150000,0.34183000,0.29526000,0.32586000,2908803652.90000000,1623196799999,937981423.70645900,1202588,1426320271.00000000,460392292.90801900,0
1623196800.0,0.32592000,0.35480000,0.31227000,0.34318000,2068160059.00000000,1623283199999,686262143.62793000,1006828,1046574636.10000000,347273187.18244900,0
1623283200.0,0.34323000,0.34515000,0.32250000,0.32606000,1348789846.50000000,1623369599999,450294287.04706200,638851,652258329.40000000,217773832.86788200,0
1623369600.0,0.32613000,0.33380000,0.31069000,0.31870000,1204137023.40000000,1623455999999,387381244.03959800,596213,607101707.20000000,195384000.25402900,0
1623456000.0,0.31874000,0.31932000,0.30000000,0.31216000,1217468360.10000000,1623542399999,376935028.77955200,567919,602065901.70000000,186441817.29076100,0
1623542400.0,0.31221000,0.33000000,0.30744000,0.32394000,1042596039.80000000,1623628799999,330077979.84159500,463552,536361467.20000000,169857347.34595800,0
1623628800.0,0.32392000,0.33777000,0.32000000,0.32767000,1310349921.90000000,1623715199999,427464905.68314300,573977,657804757.80000000,214557868.50357800,0
1623715200.0,0.32769000,0.33069000,0.31642000,0.32028000,1015598512.10000000,1623801599999,328973312.22201700,451937,490308158.10000000,158846868.79642300,0
1623801600.0,0.32025000,0.32146000,0.30505000,0.30775000,888434880.90000000,1623887999999,278178346.02510300,427203,450531930.00000000,141098552.02015700,0
1623888000.0,0.30774000,0.31413000,0.30260000,0.30619000,680701230.20000000,1623974399999,209708643.76090300,638720,328212068.70000000,101121625.73170000,0
1623974400.0,0.30619000,0.30766000,0.28000000,0.29328000,1314700190.70000000,1624060799999,387111436.64077600,610268,619542802.60000000,182420795.51806600,0
1624060800.0,0.29321000,0.29791000,0.28558000,0.28567000,624846001.40000000,1624147199999,182075119.81357100,299882,320562749.30000000,93418349.28354100,0
1624147200.0,0.28563000,0.28988000,0.25510000,0.28054000,1528605029.50000000,1624233599999,417251181.03050200,599650,741606904.00000000,202389422.66701100,0
1624233600.0,0.28054000,0.28138000,0.16490000,0.17873000,7023706752.60000000,1624319999999,1512324576.06297210,2208676,3379011533.60000000,729736072.61174700,0
1624320000.0,0.17873000,0.21740000,0.16322000,0.19072000,7520083611.80000000,1624406399999,1415591893.18783800,2191025,3788871415.00000000,714011418.08105600,0
1624406400.0,0.19075000,0.24850000,0.18046000,0.23468000,5839514040.00000000,1624492799999,1294917735.36063700,1747926,3038795237.40000000,673844245.41466200,0
